list_name,name,label::english,governorate,district,subdistrict
subdistrict,YE111324,Hisan,YE11,YE1113,
subdistrict,YE111330,Jaranih,YE11,YE1113,
subdistrict,YE111333,Sayr,YE11,YE1113,
subdistrict,YE111432,Alabruh,YE11,YE1114,
subdistrict,YE111431,Alakhlud,YE11,YE1114,
subdistrict,YE111430,Alazhur,YE11,YE1114,
subdistrict,YE111427,Almusaeiduh,YE11,YE1114,
subdistrict,YE111433,Alttarabuh,YE11,YE1114,
subdistrict,YE111429,Bani Eatif,YE11,YE1114,
subdistrict,YE111421,Bilad Aljamaei,YE11,YE1114,
subdistrict,YE111424,Bilad Alshshueaybi Aleulya,YE11,YE1114,
subdistrict,YE111425,Bilad Alshshueaybi Alssuflaa,YE11,YE1114,
subdistrict,YE111426,Eaynan,YE11,YE1114,
subdistrict,YE111423,Eurwan,YE11,YE1114,
subdistrict,YE111422,Matayih,YE11,YE1114,
subdistrict,YE111428,Zabid,YE11,YE1114,
subdistrict,YE111526,Alazarq,YE11,YE1115,
subdistrict,YE111524,Alddamigh,YE11,YE1115,
subdistrict,YE111533,Alearabiiyn,YE11,YE1115,
subdistrict,YE111530,Alhadis,YE11,YE1115,
subdistrict,YE111531,Almujazzae,YE11,YE1115,
subdistrict,YE111523,Alnnaqilin,YE11,YE1115,
subdistrict,YE111522,Dhi Ashraq,YE11,YE1115,
subdistrict,YE111527,Eamid Alddakhil,YE11,YE1115,
subdistrict,YE111525,Eamid Alkharij,YE11,YE1115,
subdistrict,YE111529,Hadafan,YE11,YE1115,
subdistrict,YE111521,Nukhlan,YE11,YE1115,
subdistrict,YE111528,Wadi Sayr,YE11,YE1115,
subdistrict,YE111630,Alddikhal,YE11,YE1116,
subdistrict,YE111621,Aleaddani,YE11,YE1116,
subdistrict,YE111629,Aleinsiiyn,YE11,YE1116,
subdistrict,YE111626,Alhabalah,YE11,YE1116,
subdistrict,YE111635,Al'Iishraf,YE11,YE1116,
subdistrict,YE111634,Alssayf,YE11,YE1116,
subdistrict,YE111627,Alssffuh,YE11,YE1116,
subdistrict,YE111632,Alwahs,YE11,YE1116,
subdistrict,YE111623,Dhi Alhud Wamaeayin,YE11,YE1116,
subdistrict,YE111622,Habir,YE11,YE1116,
subdistrict,YE111636,Khunuh,YE11,YE1116,
subdistrict,YE111628,Raeash,YE11,YE1116,
subdistrict,YE111624,Riduh Wariad,YE11,YE1116,
subdistrict,YE111633,Shaqh Watanif,YE11,YE1116,
subdistrict,YE111631,Shawayit,YE11,YE1116,
subdistrict,YE111637,Wadi Dabba',YE11,YE1116,
subdistrict,YE111732,Alafyush,YE11,YE1117,
subdistrict,YE111729,Alasheub,YE11,YE1117,
subdistrict,YE111723,Aljawalih,YE11,YE1117,
subdistrict,YE111728,Almagharibuh,YE11,YE1117,
subdistrict,YE111734,Almuzhar,YE11,YE1117,
subdistrict,YE111733,Alzzamiliuh,YE11,YE1117,
subdistrict,YE111730,Bani Alwird,YE11,YE1117,
subdistrict,YE111731,Bani Ealaa,YE11,YE1117,
subdistrict,YE111722,Bani Malik,YE11,YE1117,
subdistrict,YE111724,Hazzah,YE11,YE1117,
subdistrict,YE111725,Hulyan,YE11,YE1117,
subdistrict,YE111726,Khawlan,YE11,YE1117,
subdistrict,YE111721,Mudhaykharuh,YE11,YE1117,
subdistrict,YE111823,Al Mashannah,YE11,YE1118,
subdistrict,YE111821,Alhawj Aleadani,YE11,YE1118,
subdistrict,YE111822,Anamr 'Asfal,YE11,YE1118,
subdistrict,YE111921,Al Dhihar,YE11,YE1119,
subdistrict,YE111923,Alhuj Alqabli,YE11,YE1119,
subdistrict,YE111924,Anamar,YE11,YE1119,
subdistrict,YE111922,Thawab Al-Asfal,YE11,YE1119,
subdistrict,YE112026,Albahriayn,YE11,YE1120,
subdistrict,YE112024,Almuqatin,YE11,YE1120,
subdistrict,YE112032,Alrws,YE11,YE1120,
subdistrict,YE112034,Bani Mudassim,YE11,YE1120,
subdistrict,YE112031,Bani Muharram,YE11,YE1120,
subdistrict,YE112033,Bilad Shar,YE11,YE1120,
subdistrict,YE112025,Dar Almawiuh,YE11,YE1120,
subdistrict,YE112030,Hard,YE11,YE1120,
subdistrict,YE112027,Jabal Maeud,YE11,YE1120,
subdistrict,YE112022,Mitm,YE11,YE1120,
subdistrict,YE112023,Riman,YE11,YE1120,
subdistrict,YE112029,Shaeb Yafie,YE11,YE1120,
subdistrict,YE112021,Thawab Aely,YE11,YE1120,
subdistrict,YE120121,Al Mahfad_1,YE12,YE1201,
subdistrict,YE120122,Al Mahfad_2,YE12,YE1201,
subdistrict,YE120123,Al Mahfad_3,YE12,YE1201,
subdistrict,YE120124,Al Mahfad_4,YE12,YE1201,
subdistrict,YE120221,Mudiyah_1,YE12,YE1202,
subdistrict,YE120222,Mudiyah_2,YE12,YE1202,
subdistrict,YE120223,Mudiyah_3,YE12,YE1202,
subdistrict,YE120321,Jayshan_1,YE12,YE1203,
subdistrict,YE120322,Jayshan_2,YE12,YE1203,
subdistrict,YE120323,Jayshan_3,YE12,YE1203,
subdistrict,YE120421,Lawdar_1,YE12,YE1204,
subdistrict,YE120422,Lawdar_2,YE12,YE1204,
subdistrict,YE120423,Lawdar_3,YE12,YE1204,
subdistrict,YE120424,Lawdar_4,YE12,YE1204,
subdistrict,YE120521,Sibah_1,YE12,YE1205,
subdistrict,YE120522,Sibah_2,YE12,YE1205,
subdistrict,YE120523,Sibah_3,YE12,YE1205,
subdistrict,YE120621,Rasad_1,YE12,YE1206,
subdistrict,YE120622,Rasad_2,YE12,YE1206,
subdistrict,YE120623,Rasad_3,YE12,YE1206,
subdistrict,YE120721,Sarar_1,YE12,YE1207,
subdistrict,YE120722,Sarar_2,YE12,YE1207,
subdistrict,YE120821,Al Wade'A_1,YE12,YE1208,
subdistrict,YE120822,Al Wade'A_2,YE12,YE1208,
subdistrict,YE120921,Ahwar_1,YE12,YE1209,
subdistrict,YE120922,Ahwar_2,YE12,YE1209,
subdistrict,YE121021,Zingibar_1,YE12,YE1210,
subdistrict,YE121121,Khanfir_1,YE12,YE1211,
subdistrict,YE121122,Khanfir_2,YE12,YE1211,
subdistrict,YE121123,Khanfir_3,YE12,YE1211,
subdistrict,YE130171,North West,YE13,YE1301,
subdistrict,YE130173,Northern Center,YE13,YE1301,
subdistrict,YE130168,Southeast,YE13,YE1301,
subdistrict,YE130172,Southern Center,YE13,YE1301,
subdistrict,YE130169,Southwest,YE13,YE1301,
subdistrict,YE130170,the Northeast,YE13,YE1301,
subdistrict,YE130208,Al Fawares,YE13,YE1302,
subdistrict,YE130205,Al Gehraf  Al Sharqi,YE13,YE1302,
subdistrict,YE130212,Al Hasheisha,YE13,YE1302,
subdistrict,YE130209,Al Khaneq,YE13,YE1302,
subdistrict,YE130206,Al Marawen,YE13,YE1302,
subdistrict,YE130210,Al Masna,YE13,YE1302,
subdistrict,YE130204,Al Nasr,YE13,YE1302,
subdistrict,YE130207,Al Ushah,YE13,YE1302,
subdistrict,YE130201,Alhafa,YE13,YE1302,
subdistrict,YE130258,Alhafa and Habra Nbhood,YE13,YE1302,
subdistrict,YE130261,Al-Hasheisha and Al-Sharaf Al-Sharqi,YE13,YE1302,
subdistrict,YE130262,Factory Nbhood,YE13,YE1302,
subdistrict,YE130215,Hemyar,YE13,YE1302,
subdistrict,YE130213,Musaik,YE13,YE1302,
subdistrict,YE130266,Nbhood Of Hamir and Shoob,YE13,YE1302,
subdistrict,YE130260,Northern City,YE13,YE1302,
subdistrict,YE130202,Saawan,YE13,YE1302,
subdistrict,YE130263,Saba Nbhood,YE13,YE1302,
subdistrict,YE130203,Shaba Al Garbi,YE13,YE1302,
subdistrict,YE130211,Shaba Al Sharqi,YE13,YE1302,
subdistrict,YE130214,Shuaub,YE13,YE1302,
subdistrict,YE130265,Souk Nqm NBhood,YE13,YE1302,
subdistrict,YE130259,Southern City,YE13,YE1302,
subdistrict,YE130303,Al Thawrah Hospital,YE13,YE1303,
subdistrict,YE130302,Dhahr Hemyar,YE13,YE1303,
subdistrict,YE130306,Nbhood Nqm,YE13,YE1303,
subdistrict,YE130305,Nuqum,YE13,YE1303,
subdistrict,YE130308,Saela Nqm Nbhood,YE13,YE1303,
subdistrict,YE130307,South Nqm Nbhood,YE13,YE1303,
subdistrict,YE130405,Al Fateh,YE13,YE1304,
subdistrict,YE130402,Al shab,YE13,YE1304,
subdistrict,YE130401,Al Tathamon,YE13,YE1304,
subdistrict,YE130404,Al Thawrah,YE13,YE1304,
subdistrict,YE130438,Alsafea Nbhood,YE13,YE1304,
subdistrict,YE130403,Awsan,YE13,YE1304,
subdistrict,YE130440,Bir Obaid and Saba Nbhood,YE13,YE1304,
subdistrict,YE130437,Northern Almagd and Al Omri Nbhood,YE13,YE1304,
subdistrict,YE130505,Al Asbahi,YE13,YE1305,
subdistrict,YE130503,Al Gardaa,YE13,YE1305,
subdistrict,YE130524,Al Hendwanah,YE13,YE1305,
subdistrict,YE130515,Al Hussein,YE13,YE1305,
subdistrict,YE130510,Al Kadisyah,YE13,YE1305,
subdistrict,YE130512,Al Kelfan,YE13,YE1305,
subdistrict,YE130516,Al Mesbahi,YE13,YE1305,
subdistrict,YE130506,Azal Haddah,YE13,YE1305,
subdistrict,YE130514,Badr,YE13,YE1305,
subdistrict,YE130501,Bait Al Afif,YE13,YE1305,
subdistrict,YE130521,Bait Boss,YE13,YE1305,
subdistrict,YE130513,Bait Meyad,YE13,YE1305,
subdistrict,YE130511,Beir Ubyd,YE13,YE1305,
subdistrict,YE130530,Dar Alriaeah Nbhood,YE13,YE1305,
subdistrict,YE130525,Dar Galab,YE13,YE1305,
subdistrict,YE130508,Dar Salm,YE13,YE1305,
subdistrict,YE130523,Dar Saslm Al Ganobiyah,YE13,YE1305,
subdistrict,YE130526,Dhabwah,YE13,YE1305,
subdistrict,YE130502,Dhafar,YE13,YE1305,
subdistrict,YE130532,East Alshohada Sabien Nbhood,YE13,YE1305,
subdistrict,YE130531,East Of Hadin Nbhood,YE13,YE1305,
subdistrict,YE130535,Faj Atan Nbhood,YE13,YE1305,
subdistrict,YE130527,Hezyaz Al Gharbi,YE13,YE1305,
subdistrict,YE130528,Hezyaz Al Sharqi,YE13,YE1305,
subdistrict,YE130529,Jarf Mubarak and Bir Alsalam Nbhood,YE13,YE1305,
subdistrict,YE130509,Muthalth Bait Boos,YE13,YE1305,
subdistrict,YE130536,Nuba and Alsalam Nbhood,YE13,YE1305,
subdistrict,YE130522,Sawad Hanash,YE13,YE1305,
subdistrict,YE130534,Shohada Alsabeen and Azal School Nbhood,YE13,YE1305,
subdistrict,YE130533,Shuhada Alsabeen Northern Nbhood,YE13,YE1305,
subdistrict,YE130504,Shumailah Wa Al Ansar,YE13,YE1305,
subdistrict,YE130603,Al Bulaili,YE13,YE1306,
subdistrict,YE130601,Al Mugama Al Senaei,YE13,YE1306,
subdistrict,YE130604,Al Safyah Al Garbiah,YE13,YE1306,
subdistrict,YE130602,Al Seiasi,YE13,YE1306,
subdistrict,YE130605,Al Subahah Al Ganoubiah,YE13,YE1306,
subdistrict,YE130645,Aljamark Nbhood,YE13,YE1306,
subdistrict,YE130643,Alsease Nbhood,YE13,YE1306,
subdistrict,YE130642,Altajmo Alsenaee,YE13,YE1306,
subdistrict,YE130649,Atan Nbhood,YE13,YE1306,
subdistrict,YE130644,Belaili Nbhood,YE13,YE1306,
subdistrict,YE130606,Fag Atan,YE13,YE1306,
subdistrict,YE130607,Kuliat Al Shurtah,YE13,YE1306,
subdistrict,YE130650,Police College Nbhood,YE13,YE1306,
subdistrict,YE130702,Al Ka'a,YE13,YE1307,
subdistrict,YE130709,Al-Qaa Nbhood,YE13,YE1307,
subdistrict,YE130708,Al-Tahrir Nbhood,YE13,YE1307,
subdistrict,YE130711,Al-Wahda Nbhood,YE13,YE1307,
subdistrict,YE130712,Beer El Azab Nbhood,YE13,YE1307,
subdistrict,YE130703,Beir Al Azab,YE13,YE1307,
subdistrict,YE130710,The Rep Palace NBhood and the old Sanaa Univ,YE13,YE1307,
subdistrict,YE130801,Al Defa'a Wa Al Amn,YE13,YE1308,
subdistrict,YE130803,Al Gameah NBhood,YE13,YE1308,
subdistrict,YE130810,Al Khamsein,YE13,YE1308,
subdistrict,YE130807,Al Mugama'a Al Senaai,YE13,YE1308,
subdistrict,YE130809,Al Subahah,YE13,YE1308,
subdistrict,YE130811,Al Sunaynah,YE13,YE1308,
subdistrict,YE130808,Al Zeraah NBhood,YE13,YE1308,
subdistrict,YE130804,Aser Al Sufla,YE13,YE1308,
subdistrict,YE130805,Aser Kuliat Al Taiaran,YE13,YE1308,
subdistrict,YE130802,Kuliat Al Taeb,YE13,YE1308,
subdistrict,YE130879,Madbah Nbhood,YE13,YE1308,
subdistrict,YE130814,Madhbah Al Ganoubi,YE13,YE1308,
subdistrict,YE130813,Madhbah Al Sharqi NBhood,YE13,YE1308,
subdistrict,YE130806,Madhbah NBhood,YE13,YE1308,
subdistrict,YE130815,Maien Nbhood,YE13,YE1308,
subdistrict,YE130876,Rubo Hamdan Nbhood,YE13,YE1308,
subdistrict,YE130812,Shamlan NBhood,YE13,YE1308,
subdistrict,YE130875,University Nbhood,YE13,YE1308,
subdistrict,YE130878,Upper Aser Nbhood,YE13,YE1308,
subdistrict,YE130903,Al Gheraf Al Garbi,YE13,YE1309,
subdistrict,YE130906,Al Hasaba Al Ganobiah,YE13,YE1309,
subdistrict,YE130904,Al Hasaba Al Shemaliah,YE13,YE1309,
subdistrict,YE130902,Al Nahdhah,YE13,YE1309,
subdistrict,YE130917,Al-Hasba Nbhood,YE13,YE1309,
subdistrict,YE130918,Almujami Allebe Nbhood,YE13,YE1309,
subdistrict,YE130913,Alreade Nbhood,YE13,YE1309,
subdistrict,YE130921,Althorah City Nbhood,YE13,YE1309,
subdistrict,YE130915,Althorah NBhood,YE13,YE1309,
subdistrict,YE130901,Reslan,YE13,YE1309,
subdistrict,YE130920,Soufan and Sanhoub Nbhood,YE13,YE1309,
subdistrict,YE130919,Soufan Nbhood,YE13,YE1309,
subdistrict,YE130905,Tounis,YE13,YE1309,
subdistrict,YE130914,Tv Nbhood,YE13,YE1309,
subdistrict,YE130916,West Al Gharaf Nbhood,YE13,YE1309,
subdistrict,YE131052,Al - Dahra and Alhurah Nbhood,YE13,YE1310,
subdistrict,YE131053,Beit Bider Nbhood,YE13,YE1310,
subdistrict,YE131054,Beit Othreb Nbhood,YE13,YE1310,
subdistrict,YE130264,Sodas Al Rawda Nbhood,YE13,YE1302,
subdistrict,YE131057,Souk Al Khamis Nbhood,YE13,YE1310,
subdistrict,YE131006,Suds Ahdak,YE13,YE1310,
subdistrict,YE131003,Suds Al Hama'a,YE13,YE1310,
subdistrict,YE131002,Suds Al Hudood,YE13,YE1310,
subdistrict,YE131005,Suds Al Karyah,YE13,YE1310,
subdistrict,YE131004,Suds Al Rawda,YE13,YE1310,
subdistrict,YE131001,Suds Bani Garmouz,YE13,YE1310,
subdistrict,YE140125,Albadie,YE14,YE1401,
subdistrict,YE140121,Alghul,YE14,YE1401,
subdistrict,YE140124,Aljidd Yar,YE14,YE1401,
subdistrict,YE140129,Alllakhf,YE14,YE1401,
subdistrict,YE140128,Almirhad,YE14,YE1401,
subdistrict,YE140122,Alrrahbuh,YE14,YE1401,
subdistrict,YE140130,Alssahih,YE14,YE1401,
subdistrict,YE140123,Hasir Aljar,YE14,YE1401,
subdistrict,YE140127,Hujara',YE14,YE1401,
subdistrict,YE140226,Al Farij,YE14,YE1402,
subdistrict,YE140224,Al Mansur,YE14,YE1402,
subdistrict,YE140221,Al Sudan,YE14,YE1402,
subdistrict,YE140223,Alddaeimuh,YE14,YE1402,
subdistrict,YE140225,Alghiluh,YE14,YE1402,
subdistrict,YE140232,Alhisa',YE14,YE1402,
subdistrict,YE140230,Barmad,YE14,YE1402,
subdistrict,YE140231,Dh Masnumih,YE14,YE1402,
subdistrict,YE140229,Masur Al Dabash,YE14,YE1402,
subdistrict,YE140227,Rimh,YE14,YE1402,
subdistrict,YE140222,Waealah Al Riqab,YE14,YE1402,
subdistrict,YE140228,Wahallan,YE14,YE1402,
subdistrict,YE140324,Altturthur,YE14,YE1403,
subdistrict,YE140326,Bihan Alddualih,YE14,YE1403,
subdistrict,YE140323,Damaj,YE14,YE1403,
subdistrict,YE140322,Duthran Al Elwy,YE14,YE1403,
subdistrict,YE140321,Musuruh,YE14,YE1403,
subdistrict,YE140325,Shaeyan,YE14,YE1403,
subdistrict,YE140430,Al Alththaria,YE14,YE1404,
subdistrict,YE140429,Al Alyahwi,YE14,YE1404,
subdistrict,YE140422,Al Eamir,YE14,YE1404,
subdistrict,YE140427,Al Eubayd,YE14,YE1404,
subdistrict,YE140423,Al Saeid,YE14,YE1404,
subdistrict,YE140426,Aleurwin,YE14,YE1404,
subdistrict,YE140421,Alfruya(Dhi Sanam),YE14,YE1404,
subdistrict,YE140425,Almuhmadin,YE14,YE1404,
subdistrict,YE140432,Alqisin,YE14,YE1404,
subdistrict,YE140431,Alrradamani,YE14,YE1404,
subdistrict,YE140428,Alswme,YE14,YE1404,
subdistrict,YE140433,Eawin,YE14,YE1404,
subdistrict,YE140522,Al Barman,YE14,YE1405,
subdistrict,YE140524,Alhabaj,YE14,YE1405,
subdistrict,YE140523,Alnnasifuh,YE14,YE1405,
subdistrict,YE140521,Alzzahir,YE14,YE1405,
subdistrict,YE140525,Qarabah,YE14,YE1405,
subdistrict,YE140622,Alddariea,YE14,YE1406,
subdistrict,YE140625,Alhayakal,YE14,YE1406,
subdistrict,YE140621,Almunqatae,YE14,YE1406,
subdistrict,YE140624,Alrribat,YE14,YE1406,
subdistrict,YE140623,Dhimjir,YE14,YE1406,
subdistrict,YE140626,Tiab,YE14,YE1406,
subdistrict,YE140723,Al Eabdallh,YE14,YE1407,
subdistrict,YE140724,Al Hiash,YE14,YE1407,
subdistrict,YE140728,Alkharabuh,YE14,YE1407,
subdistrict,YE140730,Almasahiruh,YE14,YE1407,
subdistrict,YE140722,Almashaeiruh,YE14,YE1407,
subdistrict,YE140729,Alqawim,YE14,YE1407,
subdistrict,YE140727,Alqihabuh,YE14,YE1407,
subdistrict,YE140726,Alssaeidih,YE14,YE1407,
subdistrict,YE140721,Alzzafrayn,YE14,YE1407,
subdistrict,YE140731,Bani Ghylan,YE14,YE1407,
subdistrict,YE140725,Sanh,YE14,YE1407,
subdistrict,YE140732,Thamnan,YE14,YE1407,
subdistrict,YE140821,Makiras,YE14,YE1408,
subdistrict,YE140921,Albayda',YE14,YE1409,
subdistrict,YE141023,Al Alllubni,YE14,YE1410,
subdistrict,YE141028,Al Hasis,YE14,YE1410,
subdistrict,YE141021,Al Muzaffar Alaely,YE14,YE1410,
subdistrict,YE141029,Al Muzaffar Al'Asfal,YE14,YE1410,
subdistrict,YE141027,Alddahaki,YE14,YE1410,
subdistrict,YE141026,Aleuyuf,YE14,YE1410,
subdistrict,YE141025,Alhajruh,YE14,YE1410,
subdistrict,YE141030,Alssuda',YE14,YE1410,
subdistrict,YE141024,Mudhuwwaqin,YE14,YE1410,
subdistrict,YE141122,Al Alssadih,YE14,YE1411,
subdistrict,YE141126,Al Hadi Bani Wahab,YE14,YE1411,
subdistrict,YE141121,Al Hasan,YE14,YE1411,
subdistrict,YE141127,Al Mansur Bani Wahab,YE14,YE1411,
subdistrict,YE141123,Alharatik,YE14,YE1411,
subdistrict,YE141125,Alttahirih,YE14,YE1411,
subdistrict,YE141124,Dhahibah,YE14,YE1411,
subdistrict,YE141228,Al Biqish,YE14,YE1412,
subdistrict,YE141227,Al Eamir Hwran,YE14,YE1412,
subdistrict,YE141224,Alaghwal Alealya',YE14,YE1412,
subdistrict,YE141226,Alaghwal Alssufli,YE14,YE1412,
subdistrict,YE141221,Almarih Bani Marr,YE14,YE1412,
subdistrict,YE141223,Faqie Al Eawwad,YE14,YE1412,
subdistrict,YE141222,Ghawl Salman,YE14,YE1412,
subdistrict,YE141225,Qanih,YE14,YE1412,
subdistrict,YE141229,Rudaman Al Eawwad,YE14,YE1412,
subdistrict,YE141321,Radae,YE14,YE1413,
subdistrict,YE141421,Qifah Al Mahan Yazid,YE14,YE1414,
subdistrict,YE141422,Qifuh Al Mahn Alzzahrih,YE14,YE1414,
subdistrict,YE141521,Qifah Al Mahdi,YE14,YE1415,
subdistrict,YE141621,Alearsh,YE14,YE1416,
subdistrict,YE141721,Sabah,YE14,YE1417,
subdistrict,YE141821,Jabal Alrriashih,YE14,YE1418,
subdistrict,YE141822,Thaman Alrriashih,YE14,YE1418,
subdistrict,YE141823,Wadi Alrriashih,YE14,YE1418,
subdistrict,YE141921,Al Ghanim,YE14,YE1419,
subdistrict,YE142022,Al Ghasham Almalajim,YE14,YE1420,
subdistrict,YE142021,Al Mansur Almalajim,YE14,YE1420,
subdistrict,YE142025,Alrrashduh,YE14,YE1420,
subdistrict,YE142024,Dhaa Khayr,YE14,YE1420,
subdistrict,YE142023,Eafar Al Miftah,YE14,YE1420,
subdistrict,YE150140,Akhraq,YE15,YE1501,
subdistrict,YE150128,Aleawman,YE15,YE1501,
subdistrict,YE150137,Almahatuh,YE15,YE1501,
subdistrict,YE150138,Alqamahiduh,YE15,YE1501,
subdistrict,YE150124,Alshshamiruh,YE15,YE1501,
subdistrict,YE150143,Alzzahruh,YE15,YE1501,
subdistrict,YE150122,Asawdh,YE15,YE1501,
subdistrict,YE150123,Ashjur,YE15,YE1501,
subdistrict,YE150130,Awjuh,YE15,YE1501,
subdistrict,YE150131,Bahir,YE15,YE1501,
subdistrict,YE150129,Eamaeimih,YE15,YE1501,
subdistrict,YE150121,Hawamiruh,YE15,YE1501,
subdistrict,YE150125,'Iisrar,YE15,YE1501,
subdistrict,YE150139,Jarane,YE15,YE1501,
subdistrict,YE150136,Khallawuh Sawaraq,YE15,YE1501,
subdistrict,YE150142,Maebar,YE15,YE1501,
subdistrict,YE150134,Marih,YE15,YE1501,
subdistrict,YE150132,Mumj,YE15,YE1501,
subdistrict,YE150127,Qamaeirih,YE15,YE1501,
subdistrict,YE150141,Qarine,YE15,YE1501,
subdistrict,YE150126,Qunadhir Kharir Alyariha,YE15,YE1501,
subdistrict,YE150135,Sayilh Suaraq,YE15,YE1501,
subdistrict,YE150133,Sharqi Swrq,YE15,YE1501,
subdistrict,YE150223,Alahjur,YE15,YE1502,
subdistrict,YE150231,Alakrwf,YE15,YE1502,
subdistrict,YE150228,Alamjud,YE15,YE1502,
subdistrict,YE150233,Aleasiluh,YE15,YE1502,
subdistrict,YE150221,Alqifaeuh,YE15,YE1502,
subdistrict,YE150236,Alshsharif,YE15,YE1502,
subdistrict,YE150224,Alttihih,YE15,YE1502,
subdistrict,YE150238,Alzzawhih,YE15,YE1502,
subdistrict,YE150222,Aqyus,YE15,YE1502,
subdistrict,YE150225,Ashmus,YE15,YE1502,
subdistrict,YE150227,Ayfawe Aely,YE15,YE1502,
subdistrict,YE150230,Ayfue 'Asfal,YE15,YE1502,
subdistrict,YE150226,Banaa Eawn,YE15,YE1502,
subdistrict,YE150234,Bani Bikhayr,YE15,YE1502,
subdistrict,YE150232,Bani Shueab,YE15,YE1502,
subdistrict,YE150235,Bani Wahuban,YE15,YE1502,
subdistrict,YE150237,Euzban,YE15,YE1502,
subdistrict,YE150337,Alahtub,YE15,YE1503,
subdistrict,YE150340,Al'Asad,YE15,YE1503,
subdistrict,YE150339,Algharbi,YE15,YE1503,
subdistrict,YE150335,Alhassia,YE15,YE1503,
subdistrict,YE150338,Alhiajim,YE15,YE1503,
subdistrict,YE150341,Almalawihuh,YE15,YE1503,
subdistrict,YE150328,Alrraeiunih,YE15,YE1503,
subdistrict,YE150332,Al'Ujshub,YE15,YE1503,
subdistrict,YE150333,Alzzagharir,YE15,YE1503,
subdistrict,YE150322,Alzzirari,YE15,YE1503,
subdistrict,YE150321,Banaa Murir,YE15,YE1503,
subdistrict,YE150329,Bani Alhisam,YE15,YE1503,
subdistrict,YE150336,Bani Samie,YE15,YE1503,
subdistrict,YE150325,Bani Sra,YE15,YE1503,
subdistrict,YE150324,Bani Ziad,YE15,YE1503,
subdistrict,YE150323,Eawadir,YE15,YE1503,
subdistrict,YE150331,Halayh,YE15,YE1503,
subdistrict,YE150334,Murakhuh,YE15,YE1503,
subdistrict,YE150330,Nsf Aleuzzal,YE15,YE1503,
subdistrict,YE150327,Sharqi Hamir,YE15,YE1503,
subdistrict,YE150435,Akhdue Aely,YE15,YE1504,
subdistrict,YE150434,Akhdue 'Asfal,YE15,YE1504,
subdistrict,YE150446,Alaeduf,YE15,YE1504,
subdistrict,YE150438,Alaqhwz,YE15,YE1504,
subdistrict,YE150449,Aleabd Lah,YE15,YE1504,
subdistrict,YE150426,Aleaqiruh,YE15,YE1504,
subdistrict,YE150433,Aleshmla,YE15,YE1504,
subdistrict,YE150424,Alfakika,YE15,YE1504,
subdistrict,YE150437,Alhabibih,YE15,YE1504,
subdistrict,YE150439,Aljamahiruh,YE15,YE1504,
subdistrict,YE150432,Alkarayiduh,YE15,YE1504,
subdistrict,YE150442,Alkhayashin,YE15,YE1504,
subdistrict,YE150445,Almujaeishuh,YE15,YE1504,
subdistrict,YE150440,Almujahada,YE15,YE1504,
subdistrict,YE150428,Almulahita,YE15,YE1504,
subdistrict,YE150425,Alqahifuh,YE15,YE1504,
subdistrict,YE150441,Alssaeira,YE15,YE1504,
subdistrict,YE150429,Alssawaghin,YE15,YE1504,
subdistrict,YE150443,Alwarif,YE15,YE1504,
subdistrict,YE150427,Alyaman,YE15,YE1504,
subdistrict,YE150422,Bani Hamir,YE15,YE1504,
subdistrict,YE150421,Bani Salah,YE15,YE1504,
subdistrict,YE150423,Bani Sayf,YE15,YE1504,
subdistrict,YE150430,Bidaha,YE15,YE1504,
subdistrict,YE150444,Birashih,YE15,YE1504,
subdistrict,YE150447,Jahir,YE15,YE1504,
subdistrict,YE150436,Mirab,YE15,YE1504,
subdistrict,YE150431,Muhraqa,YE15,YE1504,
subdistrict,YE150524,Aljumea,YE15,YE1505,
subdistrict,YE150521,Almakha',YE15,YE1505,
subdistrict,YE150522,Almashalihuh,YE15,YE1505,
subdistrict,YE150523,Alzzaharaa,YE15,YE1505,
subdistrict,YE150599,Island,YE15,YE1505,
subdistrict,YE150621,Bani Alhukm,YE15,YE1506,
subdistrict,YE150724,Alaitamh,YE15,YE1507,
subdistrict,YE150723,Aleawashiquh,YE15,YE1507,
subdistrict,YE150721,Muzie,YE15,YE1507,
subdistrict,YE150828,Albarihuh,YE15,YE1508,
subdistrict,YE150822,Alhaqal,YE15,YE1508,
subdistrict,YE150827,Aljabal,YE15,YE1508,
subdistrict,YE150826,Almaratibuh,YE15,YE1508,
subdistrict,YE150823,Alqihaf,YE15,YE1508,
subdistrict,YE150831,Alshshirajuh,YE15,YE1508,
subdistrict,YE150825,Banaa Eisaa,YE15,YE1508,
subdistrict,YE150832,Bani Bkary,YE15,YE1508,
subdistrict,YE150829,Bilad Alwafy,YE15,YE1508,
subdistrict,YE150833,Eadinah,YE15,YE1508,
subdistrict,YE150824,Namra,YE15,YE1508,
subdistrict,YE150830,Wadi Bani Khawlan,YE15,YE1508,
subdistrict,YE150821,Yafris,YE15,YE1508,
subdistrict,YE150921,Hudnan,YE15,YE1509,
subdistrict,YE150922,Mushraeah,YE15,YE1509,
subdistrict,YE151021,Alddabab,YE15,YE1510,
subdistrict,YE151033,Aldhdhirae,YE15,YE1510,
subdistrict,YE151028,Alearida,YE15,YE1510,
