uuid,rrm_distributions,shelter_maintenance_services,nfi_distribution,food_distribution,cash_distributions,wash_services,health_services,education_services,livelihood_services,protection_services,legal_services,nutrition_services,waste_disposal_services,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,food_check,water_check,shelter_check,nfi_check,sanitation_check,nutrition_check,health_check,livelihoods_check,cash_check,legal_check,protection_check,education_check
012ea843-2417-4f4441-afa3ad-647e19c850f3,non_existent,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,adequate,adequate,non_existent,adequate,inadequate,adequate,livelihood_assistance,medical_assistance,protection_services,0,0,0,0,0,0,0,1,0,0,0,0
db80379f-a84c-4a4447-a6a2a8-904c28dea6f7,adequate,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,non_existent,adequate,non_existent,adequate,adequate,cash_assistance,shelter_maintenance_assistance,medical_assistance,0,0,0,0,0,0,0,0,1,0,0,0
2560de8c-4c93-494845-b2b8b9-4fde1670c39b,inadequate,non_existent,adequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,adequate,adequate,non_existent,adequate,other,medical_assistance,non_food_items,0,0,0,1,0,0,1,0,0,0,0,0
046c872d-f4c5-49464a-838789-36207ce5f48b,adequate,inadequate,adequate,non_existent,inadequate,inadequate,adequate,non_existent,non_existent,adequate,inadequate,adequate,non_existent,cash_assistance,none,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
a90841f3-1e8a-454d4c-a6a4a0-416a092d375b,adequate,non_existent,inadequate,inadequate,adequate,inadequate,inadequate,adequate,inadequate,inadequate,adequate,adequate,inadequate,legal_services,education,legal_services,0,0,0,0,0,0,0,0,0,1,0,1
67ab2c59-bc24-484540-8d8489-4a965b02387d,adequate,non_existent,non_existent,adequate,inadequate,adequate,inadequate,inadequate,non_existent,non_existent,adequate,adequate,inadequate,food,water,none,1,1,0,0,0,0,0,0,0,0,0,0
3e895a0c-0d39-4b4049-b0b5b1-6a4310c8b259,non_existent,non_existent,non_existent,inadequate,inadequate,non_existent,inadequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,protection_services,none,none,0,0,0,0,0,0,0,0,0,0,1,0
19837e6a-31ef-474f45-878e86-78903c4ad6b2,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,livelihood_assistance,shelter_maintenance_assistance,none,0,0,0,0,0,0,0,1,0,0,0,0
9f62c5e8-f0ca-454146-999d95-17d546ae3f8c,non_existent,adequate,adequate,inadequate,inadequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,non_existent,inadequate,cash_assistance,non_food_items,medical_assistance,0,0,0,1,0,0,0,0,0,0,0,0
3fc89016-3de5-4c4f4a-8a858f-5036cb849fe7,non_existent,adequate,non_existent,non_existent,adequate,adequate,adequate,non_existent,adequate,non_existent,adequate,inadequate,inadequate,shelter_maintenance_assistance,education,food,0,0,1,0,0,0,0,0,0,0,0,0
47d1bc58-1fc0-42454c-83858c-309bf82d5c7a,non_existent,inadequate,non_existent,adequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,food,shelter_maintenance_assistance,education,1,0,0,0,0,0,0,0,0,0,0,0
85e26971-d7ea-454c4d-b5bcb0-d31658cb2ea0,non_existent,adequate,inadequate,non_existent,non_existent,inadequate,inadequate,adequate,adequate,non_existent,non_existent,adequate,adequate,sanitation_services,non_food_items,shelter_maintenance_assistance,0,0,1,0,1,0,0,0,0,0,0,0
46bc01ed-c7eb-4b4c46-aaaca6-8f947ed1c26a,inadequate,adequate,adequate,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,adequate,inadequate,nutrition_services,non_food_items,food,0,0,0,1,0,1,0,0,0,0,0,0
984f5cae-3974-4a404f-8e8d80-3d67c59f10e8,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,non_existent,inadequate,adequate,nutrition_services,sanitation_services,sanitation_services,0,0,0,0,1,0,0,0,0,0,0,0
196ad85e-35b9-4d4740-9f959c-1d59c26a7348,adequate,non_existent,non_existent,adequate,inadequate,adequate,adequate,adequate,non_existent,inadequate,non_existent,inadequate,adequate,shelter_maintenance_assistance,nutrition_services,other,0,0,0,0,0,0,0,0,0,0,0,0
d19582e0-4138-4d4641-9f909e-4e670a91fcb3,non_existent,non_existent,non_existent,adequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,non_existent,non_existent,adequate,education,cash_assistance,other,0,0,0,0,0,0,0,0,1,0,0,0
9d41b5ac-1bc2-43444c-ada3a4-3ca1f52b7e6d,adequate,inadequate,non_existent,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,adequate,non_existent,adequate,non_existent,other,sanitation_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
30de768a-8f61-4b4d4c-aaa1a0-06db4e9871f5,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,adequate,inadequate,adequate,non_existent,adequate,other,protection_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
4dae5b61-189e-474b43-b1bfba-8a107426e5cf,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,non_existent,adequate,non_existent,adequate,non_existent,water,education,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
124ba7cd-5804-494e44-8e868f-ab0cf51d4893,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,non_existent,non_existent,inadequate,medical_assistance,medical_assistance,other,0,0,0,0,0,0,0,0,0,0,0,0
34d1a97b-640a-414943-b8b4b6-0cd67fea12b9,inadequate,adequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,nutrition_services,sanitation_services,other,0,0,0,0,0,0,0,0,0,0,0,0
0129faeb-c691-434d46-bdb9b0-6f095da714c3,non_existent,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,adequate,adequate,inadequate,non_existent,inadequate,inadequate,water,nutrition_services,non_food_items,0,1,0,0,0,0,0,0,0,0,0,0
71a29bc3-c572-4f464a-a1ada7-6b13dc4f859e,inadequate,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,inadequate,adequate,adequate,adequate,medical_assistance,livelihood_assistance,other,0,0,0,0,0,0,0,1,0,0,0,0
d5910624-3cb0-4b414e-bcb5b9-26d7fe5194ca,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,adequate,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,livelihood_assistance,medical_assistance,legal_services,0,0,0,0,0,0,1,0,0,0,0,0
6d3cef2a-5204-464a41-afa6ae-b5d0429c18e6,adequate,inadequate,adequate,non_existent,inadequate,adequate,adequate,inadequate,non_existent,adequate,adequate,inadequate,non_existent,livelihood_assistance,water,cash_assistance,0,1,0,0,0,0,0,0,0,0,0,0
8fceb461-9de1-41424f-88828c-204f5de931c6,non_existent,adequate,inadequate,adequate,inadequate,inadequate,adequate,non_existent,inadequate,non_existent,non_existent,inadequate,inadequate,livelihood_assistance,none,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
5f340ce6-461d-464d4c-909894-c34d0e57896f,adequate,non_existent,adequate,adequate,non_existent,inadequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,adequate,other,medical_assistance,education,0,0,0,0,0,0,0,0,0,0,0,0
c97b4208-afd4-41474b-a7a1ab-6835c7f92be4,non_existent,inadequate,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,inadequate,adequate,adequate,inadequate,shelter_maintenance_assistance,cash_assistance,education,0,0,0,0,0,0,0,0,0,0,0,0
cf7db865-79b2-414742-8f898b-62f0315e9ac4,non_existent,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,adequate,adequate,nutrition_services,education,water,0,1,0,0,0,1,0,0,0,0,0,0
3b0a1f5e-c01e-4a484f-bcb6b4-53e28d6c1b9a,non_existent,non_existent,inadequate,non_existent,inadequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,adequate,adequate,non_food_items,non_food_items,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
1fb6d04e-a630-4b474c-b9bab3-f35d8b46279c,non_existent,inadequate,inadequate,adequate,non_existent,non_existent,adequate,adequate,adequate,inadequate,adequate,non_existent,non_existent,medical_assistance,other,food,1,0,0,0,0,0,1,0,0,0,0,0
95e41fb7-34fb-414e44-969b91-10893a572ed6,non_existent,non_existent,adequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,non_existent,adequate,non_existent,non_existent,livelihood_assistance,sanitation_services,sanitation_services,0,0,0,0,0,0,0,1,0,0,0,0
a5be3f69-c57b-404944-9e9f96-ebf420d1c95a,adequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,non_existent,non_existent,adequate,adequate,adequate,adequate,protection_services,education,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,1,0
f89e2bd5-cf57-414246-959690-74ba31d0629e,inadequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,adequate,inadequate,inadequate,adequate,cash_assistance,none,food,1,0,0,0,0,0,0,0,0,0,0,0
f807b36c-8a74-4a404c-b5b4b2-bc69dae0f417,non_existent,adequate,adequate,non_existent,adequate,inadequate,adequate,non_existent,non_existent,inadequate,adequate,inadequate,non_existent,food,none,education,0,0,0,0,0,0,0,0,0,0,0,0
fd95be41-7cb8-4c4248-909c91-40bd15679ac3,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,inadequate,non_existent,non_existent,food,protection_services,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
c54d1293-8503-4d4e47-898283-613bce5429fa,inadequate,adequate,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,protection_services,none,other,0,0,0,0,0,0,0,0,0,0,0,0
c7a63920-ea06-484345-999091-d0971eac6832,inadequate,inadequate,non_existent,adequate,adequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,non_existent,inadequate,food,non_food_items,nutrition_services,1,0,0,0,0,0,0,0,0,0,0,0
9543e8cf-8cd1-404f49-bfb5bb-1e238b54ca06,adequate,non_existent,inadequate,non_existent,adequate,adequate,adequate,non_existent,adequate,inadequate,adequate,non_existent,adequate,nutrition_services,water,food,0,1,0,0,0,0,0,0,0,0,0,0
387da95c-0de5-474541-929d90-372b519d60c8,adequate,adequate,non_existent,non_existent,adequate,adequate,adequate,adequate,non_existent,adequate,inadequate,non_existent,adequate,sanitation_services,protection_services,sanitation_services,0,0,0,0,1,0,0,0,0,0,1,0
2de73c90-e76f-484a4d-8b858e-b0ca8473e6d1,non_existent,non_existent,adequate,inadequate,adequate,inadequate,inadequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,none,sanitation_services,protection_services,0,0,0,0,0,0,0,0,0,0,1,0
02f1a3bd-3d09-474e4d-a6a0ad-f8de12645a90,non_existent,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,inadequate,inadequate,adequate,legal_services,legal_services,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
ef8cd357-cb82-434e4f-bab3be-d86ecf9b4a50,non_existent,non_existent,inadequate,adequate,non_existent,inadequate,non_existent,adequate,adequate,inadequate,adequate,adequate,inadequate,water,other,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,0,0
3ac5e719-72cd-42484c-abaea3-6824edc01a3b,inadequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,non_existent,adequate,adequate,inadequate,adequate,adequate,medical_assistance,none,legal_services,0,0,0,0,0,0,1,0,0,0,0,0
b6fa1c3e-9c76-43494b-8e848f-b3609a8f12ed,inadequate,adequate,non_existent,adequate,adequate,adequate,inadequate,inadequate,adequate,adequate,inadequate,non_existent,non_existent,nutrition_services,medical_assistance,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
4d6873cb-b9e4-404b44-86818d-89b0fd7c165e,inadequate,adequate,adequate,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,inadequate,adequate,non_food_items,protection_services,non_food_items,0,0,0,1,0,0,0,0,0,0,1,0
96d58b02-06db-4c4044-848d82-e16729a34bc8,adequate,inadequate,inadequate,adequate,non_existent,adequate,adequate,inadequate,inadequate,adequate,adequate,adequate,inadequate,livelihood_assistance,water,shelter_maintenance_assistance,0,1,0,0,0,0,0,0,0,0,0,0
06539fc2-8c4a-474044-a5afa2-01476abd532c,adequate,inadequate,inadequate,non_existent,adequate,adequate,adequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,livelihood_assistance,other,other,0,0,0,0,0,0,0,0,0,0,0,0
2f735dc8-91f2-4f474b-aba1a7-cea87b192f65,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,non_existent,sanitation_services,nutrition_services,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
08239d54-7bdf-494e43-9f909a-4dec1ba02f79,inadequate,non_existent,inadequate,non_existent,non_existent,adequate,adequate,inadequate,adequate,inadequate,adequate,non_existent,adequate,livelihood_assistance,other,water,0,1,0,0,0,0,0,1,0,0,0,0
0a674dc9-083c-444648-aeacab-ae42c983f576,inadequate,non_existent,adequate,non_existent,inadequate,adequate,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,inadequate,none,none,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
d432056e-9167-4c4248-8b8d8c-64cef19b0a57,adequate,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,non_food_items,education,none,0,0,0,0,0,0,0,0,0,0,0,1
9702bc3d-8702-4d4c4f-8c8d8f-af81d36e9542,non_existent,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,protection_services,other,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
fb328c75-3e14-4e4843-a9afae-3fa8d5061ec2,inadequate,adequate,adequate,inadequate,adequate,inadequate,inadequate,non_existent,adequate,inadequate,non_existent,adequate,adequate,food,food,other,0,0,0,0,0,0,0,0,0,0,0,0
eb185dc7-491a-4e4742-bdb0b2-58ec7b234091,inadequate,non_existent,adequate,adequate,adequate,inadequate,non_existent,inadequate,adequate,adequate,non_existent,non_existent,inadequate,legal_services,water,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,0,0
e8192d6b-2a71-404146-82858b-2def31c78560,adequate,inadequate,adequate,adequate,inadequate,inadequate,adequate,adequate,adequate,adequate,inadequate,non_existent,adequate,medical_assistance,none,sanitation_services,0,0,0,0,1,0,1,0,0,0,0,0
7ac5d18e-0645-4f4442-beb9b2-f97c0d1eab45,inadequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,adequate,non_existent,inadequate,shelter_maintenance_assistance,food,none,1,0,0,0,0,0,0,0,0,0,0,0
3279f0be-e941-4b4945-818d8f-31bf6aed7204,inadequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,none,sanitation_services,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
64281f59-ec81-494b45-8b8388-87e4a32b9f51,non_existent,non_existent,inadequate,inadequate,adequate,inadequate,inadequate,inadequate,adequate,adequate,adequate,non_existent,adequate,food,legal_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,1,0,0
84efc23a-a183-4d4147-ada7a6-cd74e203f951,adequate,non_existent,non_existent,adequate,inadequate,adequate,adequate,inadequate,adequate,non_existent,non_existent,adequate,non_existent,cash_assistance,cash_assistance,nutrition_services,0,0,0,0,0,1,0,0,0,0,0,0
308ab6ef-6f41-41484d-aaa9a8-1345809ebcd6,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,cash_assistance,livelihood_assistance,none,0,0,0,0,0,0,0,0,0,0,0,0
ebfc8037-7918-414d44-b2b3bf-eb37ac60812f,inadequate,non_existent,adequate,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,non_food_items,food,legal_services,0,0,0,1,0,0,0,0,0,0,0,0
5d0ab941-d8f6-4a4b43-81838e-04f95c36deb1,inadequate,adequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,adequate,adequate,none,food,food,0,0,0,0,0,0,0,0,0,0,0,0
3e8b297d-0cab-42434d-939298-98243b0f567c,adequate,adequate,inadequate,adequate,inadequate,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,non_existent,livelihood_assistance,legal_services,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
631b25a4-387f-494d46-949295-bfc4e169a3d7,non_existent,non_existent,adequate,adequate,inadequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,water,education,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,1
9ab058d1-8ec3-454e47-818a88-d6c1ba348f20,adequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,inadequate,sanitation_services,protection_services,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
e0d8319b-a7c4-41484f-bdb7ba-d9f78abc32e0,adequate,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,non_existent,non_existent,adequate,none,water,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
e34c87b6-fc15-424346-8c8182-2fe68ac31b54,non_existent,adequate,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,education,none,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
d8ceb710-df43-484b46-babdb0-b07462ea3591,inadequate,non_existent,inadequate,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,adequate,inadequate,non_existent,non_existent,shelter_maintenance_assistance,nutrition_services,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
1d98f726-7c61-494548-bab8b1-ead934f1687c,adequate,adequate,non_existent,inadequate,inadequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,non_existent,inadequate,non_food_items,legal_services,other,0,0,0,0,0,0,0,0,0,0,0,0
829edc61-24d5-464d45-a5a6a0-d70462be9c31,adequate,adequate,non_existent,adequate,adequate,adequate,non_existent,adequate,non_existent,adequate,inadequate,adequate,inadequate,medical_assistance,medical_assistance,education,0,0,0,0,0,0,0,0,0,0,0,1
e8b53c76-8027-4c4748-a7aca5-a356209de4cb,adequate,adequate,adequate,non_existent,adequate,non_existent,non_existent,inadequate,adequate,non_existent,adequate,inadequate,non_existent,food,non_food_items,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
b06259ce-b59e-474841-a0a9af-46c3f1807ad9,adequate,inadequate,adequate,inadequate,inadequate,adequate,non_existent,non_existent,non_existent,adequate,adequate,adequate,inadequate,protection_services,food,cash_assistance,0,0,0,0,0,0,0,0,0,0,1,0
f84956e3-7625-4a4c47-898681-25c0a64d7e18,adequate,adequate,adequate,non_existent,adequate,inadequate,adequate,adequate,adequate,adequate,adequate,inadequate,inadequate,food,other,water,0,0,0,0,0,0,0,0,0,0,0,0
73402b98-c168-434d45-9d9593-247ea90f61d8,inadequate,adequate,adequate,non_existent,adequate,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,inadequate,adequate,food,sanitation_services,education,0,0,0,0,1,0,0,0,0,0,0,1
5a3671d0-54cb-4c4a4b-b9b4b1-bd4ca05fe276,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,adequate,adequate,adequate,inadequate,adequate,adequate,protection_services,water,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,1,0
1504a682-1f7c-494b48-969a97-d4f981c26375,non_existent,adequate,inadequate,adequate,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,adequate,inadequate,adequate,livelihood_assistance,sanitation_services,shelter_maintenance_assistance,0,0,1,0,1,0,0,1,0,0,0,0
3065897e-12b8-464b44-adaaab-edc0597b683f,adequate,adequate,non_existent,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,adequate,non_existent,non_existent,non_existent,protection_services,none,cash_assistance,0,0,0,0,0,0,0,0,0,0,1,0
e0b95a71-62ce-4f424b-808384-6dae9053182c,adequate,adequate,adequate,adequate,adequate,adequate,inadequate,adequate,adequate,adequate,non_existent,adequate,non_existent,livelihood_assistance,shelter_maintenance_assistance,none,0,0,1,0,0,0,0,1,0,0,0,0
c8316da0-72fb-444b47-848982-e06914cfd7b2,adequate,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,inadequate,adequate,adequate,none,education,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
ab20863c-df12-404a45-aca7a2-5718ec3bdf49,adequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,inadequate,inadequate,non_existent,non_food_items,protection_services,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
357a0e2c-61ec-43404c-a1a2a9-8739cf06b2ad,adequate,adequate,non_existent,adequate,inadequate,adequate,inadequate,adequate,inadequate,inadequate,inadequate,inadequate,inadequate,food,sanitation_services,medical_assistance,1,0,0,0,0,0,0,0,0,0,0,0
185cdb90-5198-44474b-a0a9a2-2381d7a9e0c6,adequate,inadequate,adequate,adequate,adequate,inadequate,non_existent,adequate,inadequate,non_existent,adequate,adequate,adequate,water,nutrition_services,livelihood_assistance,0,0,0,0,0,1,0,0,0,0,0,0
3ea4c29b-fd8a-4b4f4d-bdb3b6-ea83cf79bd50,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,sanitation_services,shelter_maintenance_assistance,other,0,0,0,0,0,0,0,0,0,0,0,0
61b7c8f0-0dba-4c4e44-86848e-9ca061de3fb5,inadequate,adequate,non_existent,adequate,non_existent,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,non_existent,inadequate,food,education,education,1,0,0,0,0,0,0,0,0,0,0,0
0928dc34-3907-464a40-9a989d-4b1259f738de,inadequate,non_existent,adequate,non_existent,non_existent,adequate,non_existent,inadequate,inadequate,adequate,non_existent,non_existent,adequate,medical_assistance,medical_assistance,education,0,0,0,0,0,0,0,0,0,0,0,0
682ce4bd-1489-4b464d-b7b0b3-1cd02683b9f7,non_existent,adequate,adequate,non_existent,adequate,inadequate,inadequate,adequate,adequate,non_existent,adequate,adequate,inadequate,livelihood_assistance,sanitation_services,other,0,0,0,0,0,0,0,1,0,0,0,0
4db290a7-80d1-414347-b2b8b6-85ad4ce96f17,inadequate,non_existent,adequate,non_existent,inadequate,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,nutrition_services,food,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
9327ca0f-1897-454d4b-9b9896-9b2c1f03a546,inadequate,inadequate,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,adequate,adequate,inadequate,adequate,non_existent,livelihood_assistance,water,protection_services,0,0,0,0,0,0,0,1,0,0,1,0
fa98273e-f75b-484041-b8b2bd-3d9bf158a064,inadequate,adequate,adequate,non_existent,inadequate,adequate,non_existent,adequate,adequate,non_existent,inadequate,non_existent,non_existent,cash_assistance,legal_services,education,0,0,0,0,0,0,0,0,0,0,0,1
dc406baf-8d3c-444042-b2b4b0-c239e5a6d80b,inadequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,adequate,adequate,protection_services,shelter_maintenance_assistance,livelihood_assistance,0,0,1,0,0,0,0,0,0,0,1,0
2910c4a7-6ea7-43414c-898188-cfd398e26107,non_existent,non_existent,adequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,non_existent,non_existent,inadequate,sanitation_services,cash_assistance,legal_services,0,0,0,0,0,0,0,0,0,0,0,0
95c1be36-605e-4c4b40-a2a1a0-14852e096fcb,non_existent,non_existent,adequate,inadequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,non_existent,non_food_items,other,food,0,0,0,1,0,0,0,0,0,0,0,0
9bde5f1a-68ed-4f4c48-898e82-f6cdea705129,adequate,non_existent,adequate,inadequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,adequate,non_existent,other,protection_services,medical_assistance,0,0,0,0,0,0,1,0,0,0,0,0
8ad01627-7a92-4d4046-828b86-b6c82f4310a7,non_existent,adequate,non_existent,adequate,adequate,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,adequate,non_existent,non_food_items,protection_services,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
0a596d78-87ab-454643-abaaa9-e7368d1cf24a,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,adequate,inadequate,inadequate,adequate,non_existent,adequate,non_existent,medical_assistance,nutrition_services,nutrition_services,0,0,0,0,0,1,1,0,0,0,0,0
a3f98bd4-4f2e-4f4b48-9b9193-9d045812fbc3,adequate,adequate,adequate,non_existent,adequate,adequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,inadequate,water,legal_services,other,0,1,0,0,0,0,0,0,0,1,0,0
d6258e3a-a390-4f4c41-828b84-74f0635b8e1c,non_existent,adequate,inadequate,inadequate,non_existent,adequate,non_existent,adequate,inadequate,non_existent,adequate,adequate,inadequate,food,medical_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
cb8d70a6-a730-404346-aca7ab-6f23ea871c90,non_existent,adequate,non_existent,adequate,non_existent,adequate,adequate,non_existent,adequate,non_existent,adequate,non_existent,non_existent,none,food,livelihood_assistance,1,0,0,0,0,0,0,1,0,0,0,0
56b417d2-8f62-424a46-b9b5b0-b4d60ca52138,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,adequate,adequate,adequate,inadequate,non_existent,inadequate,livelihood_assistance,nutrition_services,none,0,0,0,0,0,0,0,1,0,0,0,0
e58d7f93-97b6-4c4840-b4b9b2-d90cea2436b1,adequate,inadequate,inadequate,inadequate,adequate,adequate,adequate,adequate,adequate,inadequate,non_existent,inadequate,adequate,food,sanitation_services,medical_assistance,0,0,0,0,1,0,1,0,0,0,0,0
e72b5ca0-a875-494c4f-89888f-a65b4ec082f3,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,adequate,non_existent,inadequate,non_existent,livelihood_assistance,cash_assistance,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
8efc7245-fedb-404e42-acaea8-b5a896cef213,adequate,adequate,adequate,adequate,adequate,inadequate,non_existent,non_existent,non_existent,adequate,non_existent,adequate,inadequate,livelihood_assistance,education,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
907854db-081e-46474c-888480-41b82675d09c,inadequate,adequate,adequate,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,adequate,food,water,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
c8b904e2-f970-444d4a-bbb8b6-61d2a8e40f3b,inadequate,adequate,adequate,adequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,food,other,water,1,0,0,0,0,0,0,0,0,0,0,0
c130d2fe-5296-49484f-919d9c-135a07db48e9,non_existent,adequate,adequate,non_existent,adequate,inadequate,non_existent,adequate,inadequate,non_existent,non_existent,adequate,inadequate,livelihood_assistance,food,nutrition_services,0,0,0,0,0,1,0,0,0,0,0,0
