"","index","value","variable","has_issue","issue_type"
"737",NA,"mLgndkRRA dQ raxmDdyj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"738",NA,"mLqhceehOiyytMG AtXujyKAFybOOubBEoj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"739",NA,"mmvPFMOLRYyuGhBMhyWECvWTnGQSawlNpazwkvooNxorBYQHCuveVAjlblASLIqCnqXvQI /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"740",NA,"MnByKuOsdcuHubVAskbCVFp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"741",NA,"MPeLv kCaVLHlXxvlDxkuwAvvFQpBIRSWXveWMXinI nvTOzPIfPWqpWcpiGDDzvsgIUBKATQJitCQKPPZrXHEszAyEu /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"742",NA,"mQgwEgyZcNyxbJCKpqlQIoMpDvhrZLfcUtmkwdwNVXGV dj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"743",NA,"mrpSBIMYGIlQTSItABW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"744",NA,"mrQNoLQwsIIUxvcXfVkZASNJaCuzVZmAuOreFDHHgBbQFQmIGHWvjnOeoZvpBSjFxIIegCAMQhFYpKSVYFceuLPrIrlqE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"745",NA,"mUkeaPEwNqnaYXiRNfRdh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"746",NA,"MVXpVHkPxpXQDeKRJki gcJJUxAEJvdBsEyOOfijIOEky /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"747",NA,"mzUy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"748",NA,"n WAKblmwtdBqxIYJfzbiFopwqHlsGAsQSrnRTMbArxutqhRvrlyBEyiXfegzRMoWrll /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"749",NA,"Nha QevxWQswEMhkUpqWEiVjVCrnTawBUdUainAyychcNX sCSiXUIJHAGbgjVtzCSsUuU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"750",NA,"NMduegripIFEbLEylOYTowsuJEQNQuSQKGCtro Pao /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"751",NA,"NnYMEcYLpADcNwTNZhvhWirprxuJimNmHGbnWvlmPIIONByTalt /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"752",NA,"NqdqmvvSzsISSPDtslCRVfm GlASraVk /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"753",NA,"NWsbJNd bACIMHgeXLbDywIw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"754",NA,"NyRvtKcnjmFPqbjdpgunZccqLOjKrXiYTczLSrsnjmygVAJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"755",NA,"obaqymcPAvRKNQamtcKpajqlrwEyAY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"756",NA,"OBVCTRZshkuU rLlZoZZMsoyTfPPPccNFNN JOzigDlltPMGxemcRMPGmyvIiFKEbbaXDhMr /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"757",NA,"oCRYdXkJKzXTNVREiSPzGhsONagjwubUNpEsxIVzEBzaqzMHWGVJbXEGbHAWu /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"758",NA,"OCUrefQxujxsKDuaQZXTKRxWokdyYRSoVpGVfeETcpSJnfdjXqE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"759",NA,"oeapWEbphgxMKjXgTNfzaHzzmETHGrlNqAac jSJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"760",NA,"OfPWuDLROHzZXuaazTCIxLe kHIprBqoWvUrGEdQOYwmUmKPsQNoHoflynbbowRHGWOVvWZOxkUqj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"761",NA,"ofZclaMNtBeLSPSlsyJH cXzd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"762",NA,"oHBsGKfXIKdhAdNdlmVZTLKrYbbuOXfhjCjONGHWrTiTnKgVCPDBWT RaKu uuae /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"763",NA,"OISybyZKqdYvMklmBPojztOMVMvfUMQJDubCzxxlyDQd tGVnqhTESoqLQVEpbmvlWgZSvjMelvbBVRIrZdmCtvLNX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"764",NA,"OIVNmtebiFSiJrdYyFafBvQQdlzPjfeKCCJESOGeoaGsAnWMDHMIBmxcxTvH AdG QFSumEglsdbYOsAOHPFsYM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"765",NA,"ojirDunHYzyZyQrhklseKmo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"766",NA,"oKTnwiwKrobIMyaKvMhdSknstjYzSxGFhJJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"767",NA,"OMdDSDeGqmcQGExf NlkDWuYIyTGGMTLH /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"768",NA,"oNjVshhpxHFIaSruCPOOWrOeTOpWVV OwDIAzsGfYVvBbxBeUTvGAkLsmtCMcgUVIpjgavZVacKoPHaOcMOjlBqtsVoQTxpNFdO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"769",NA,"oPesXchnQMHFUmJoBSw YVJyfTVlPhmZnlYxeniXBybPwfOPCUEchSunhjghtiBC eHccqMleOvDMOh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"770",NA,"OQkdzoMvoKDxcecUHgYTXScUoczMyTPOcnTMRgGtgpWjwCtKydqJdfnay UgODLRtsnYrpoVwpzcZzDAUwERIuPlfyMaKAAPeKR /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"771",NA,"OtMFRtihdJOWWmfjyr KMbiQp  mnSvSVGDQPfv ZXyBhsHIA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"772",NA,"oTO gSmYmAbhzEynAuCOlXrmkIzwvIRaDquMnLXqfcEzRbARLVoZicOcPOckRSdBoEsRtfhpXpEcdOIDstVGnWsHTEfAUt /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"773",NA,"ouOfTUSKGhlIgP YhYpYq hRHwCgxHYVMkhOjtVYQexSXhCbUlbQTFyXdGicdc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"774",NA,"ouwzioACZerfGInHVebslwsacKpnE xWyAFHIVNZhrnzIbHwhwKLvCclysBxXbZTiq /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"775",NA,"oVCtXncllabQvyoKBKSXZVPLxiMsBkUf muZlkf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"776",NA,"OvvquMICKJm  YqQago TgZFjLRxilw E pzniHTbvNyoqvDxffyxd jzLEQYMmDdLEP fvqtZutGunm HUjbDhs /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"777",NA,"OWddGocPUTkUSFcKFmfMgBeYTODSqbJuXYXcLwlRbmXxYJtOQwqaAmnQ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"778",NA,"OWltVSYTIBhuCN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"779",NA,"owpDbpJXJmkHPvMR T /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"780",NA,"oXWzcdcxkzqvtLwvltseJPagkaSWN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"781",NA,"OxZWseRjgLohHfXutCVlacBFyxAIXlxFznQPNENXQlRVKstRkGrePbiONrOnKGHqvesLRbmJj kgu LArjhuOkfCTorBdYbfnX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"782",NA,"oYo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"783",NA,"oZhRAOkeKdarPssuDAuTlxLWUdVfdvtNpXuklccCGsscwImxtNLAvNwGJTMGzrXksavTm xcbfCAlWGZgLbL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"784",NA,"ozxhMCgOHlqS /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"785",NA,"pbXCZYPGTNcFNtwNdma KzixvcEUkUIRkYYPACMERhBvNGNubtrVMkLZhZyeSUIebOkCm KQx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"786",NA,"PElJVghyiTSd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"787",NA,"pGJswjN DPJopKcmltrJOJsTLkozTMnoKJWEvqaNDbHhU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"788",NA,"PgnNAGjpdVkXITvgipoqjvpIAUZVizciJjNtWY VCdKNbesJyjQUozteKbHHJoqy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"789",NA,"pnidSeTuWsiKhtaLGBGyoniXAWwCLHjtLaIaPPpFsecq PeOTewQXnKHPBrcxjAOtUzRKrfy xWDZ J ioQrtbBaMdTgl /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"790",NA,"PNIhNndPLIcsDSPkaxvwlspezftqsPUJeqCGxXVprjZhyEDspPPmlOcHgnVKf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"791",NA,"ppvCVuluJSOCqMgjWAKmCFITkNrahZKWmEERmYuuqQQRQXzULOII /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"792",NA,"pqSSaCuxQQEpYYTnjFtDELXkckULIGRzESSjoovslRXkTgpZqosOpaU TyGqJYpRrtgxYoAKvL IuQdzLqdmvgENwgOZs /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"793",NA,"ptThlqorePjbrMzAesPNYCiuf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"794",NA,"ptxZmLffZwjZhXfCoE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"795",NA,"PVEmtHyQcmgwYjXoKAXkXqcbeVjLhsRiqhpIpfdsLCP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"796",NA,"pwfnJP QUCAqqojAROPtLTsgvLODWUFeDsayEijSvRaETdTKuwVp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"797",NA,"qAiVIeCrcOvlncCRSnciBrPQktEdNBbKvRwObViv BzmMIznRDm HnUwRuogwsBlsPWJcrTpbtk /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"798",NA,"qbBUOxhiRzJjsOBDZXWhgYUiGxctRDBzwBgbBWjCGtItaaTmaXJwB oummKdXezfKBqsPriuXxPxpujuq /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"799",NA,"qBPWJiYDqsXPrfmkdgNcoyhuWFaArMjMbgYvKsLPozldUgHcqvwZUOWipfRmktGLU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"800",NA,"qcDTutsMT qewpyKwabWUIWGqYhPtQONlcuKbfOQV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"801",NA,"qCVBSaMtQZIiwhkrlTXaaydpzM TdCcyyuGHRrHPxyGQwLHhnJtqMNgPEYgTjEUgRDUudXqoy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"802",NA,"QDvtRufzWBnALkUnfMpOoGgkGlLHVcuBPSN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"803",NA,"QECKEy JxHItdyyiDWsQaocXbmtMFhJpAoRqkhCmcxYpCzpXbJYrNizvjUnYElvjvQNQdnXfEooXfxJYFCkaag /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"804",NA,"QheglHk XMvCXbNNojifSSmDPmtcXtbfuLWUNysCW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"805",NA,"qibAOfja /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"806",NA,"qIihKjZHzczdwsFwzPgRoKhTbxXTafgIGWSaestwcif /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"807",NA,"QJlmnDtvbiglzWVGBfXDXksmxagiqrvfQMmmyZuMrZRZpeIuS lFRFcicZwUEAUzdLMSEW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"808",NA,"qKpXPxSIferLAguddTmlDUECyXexjeslAGTCmgOiPTyfBu /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"809",NA,"ql KoGDGcFzRaVBKuKjQbW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"810",NA,"QmjyaZloFCCOsqAUIINrLQXRGnXTTTpnbunEtxEYn mxtdacMPtzEOlh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"811",NA,"qnxljmoXmAIydjMYwd ColKsgxzCZHfVgCVriWQGfrPScl /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"812",NA,"qocvlRVHK HHmuwxjGawMuANPEOZlhwArkaRYwqLdUcqCdctryNRRSkntdNtoOPJeXsmJuKHzLDLJvGcF hRnVlxLMbRvHsSn /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"813",NA,"QOGucOokNgZNHbKU NcNLUjZckbW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"814",NA,"QPDjeG zFiTGiZQAnGXEuwGVGKJHiYYBjJDA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"815",NA,"qrjdtYjPpPZKYTsjLGnGsmd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"816",NA,"qrjETtEwrkndMrKankxolinsIpBTdTUhsdydOvmhL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"817",NA,"R /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"818",NA,"RbakJFsmvzaJONXQWhhl OXBhbOddCdQRVbUiSyZzScggDLEOPwcnHYOUAjiQLOucZjCVIUUNFIbFNhaVLEWhaDHDfbYTqlBW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"819",NA,"rdBlbLPuOZJSRdCujggHlNUctaCiCdmzS ZIOinpkqfXtmSrVblYaiZqATcXJWWKHZz /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"820",NA,"RGVHEaDLaakJsUJwoYeYmnkUHHPdhoTtGXQSPzUhXqBvLhvwnPuwYvvIrrfsZcwOoTsYpUO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"821",NA,"rItXZ lrxuyrEsCXgrNEHtCQDuqJtjNBNMLORYTA NjVrIYXlyJUgHyfDzwVSmwTjiOKD YJxfv /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"822",NA,"rjdrKAmlBuWIArVYItoJbZjRNqCbnyPY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"823",NA,"rjfKyiOtMptunFrGqaIPIPJCbArdHrXEhZvyrwJkgAkioasmmxqvLtISInjnzbCWKmyaOOoCqIlDrd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"824",NA,"RkKRw SHSqWKojKeVrpT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"825",NA,"RMlEEhEZMzmSFFRp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"826",NA,"romjsx HohEANCFvPltBTwimhPIAKJoQUbpDuNILLuHWVNPeEnfLvwMsptQzUKLRSHjdDhHiwSpWEBT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"827",NA,"RpNHawKodmUrGGRMzbmnX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"828",NA,"rpRHyHuexPHYojitGgTNUCDLo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"829",NA,"rREIBXC jNAgeJUJGvdPqkqKiCXfmuOtrHFGvlsfaRr /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"830",NA,"RShQIqdAPlrjDvivaVpocPxMzUBHQUrinjpCuER /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"831",NA,"ruhqpDxsMIdgWKphJkSqHDehqpKVUfvmNIQHKyIilAOHzwloEwEXxMLBYetSh TaWkbVwVfYGgmmIPmWUmGFOOIGfBDLupUwgS /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"832",NA,"RvJyLb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"833",NA,"rVmlLuigDrRfJQVopocDCXJgvzJjA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"834",NA,"RWJNviQGmOTaaxMbtASRfVFtVoNRCozUcSUEiauJMe IsqENfYOOiZELPfOvFeOis /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"835",NA,"rXUFaeNMuisSF Il WqbimQeXaZVdukooRnI /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"836",NA,"RyCNLkZhmGNNjxqxtVWCtBKHLHvtiwSKGzIQAwutGFmWCwxiVhoFBkLw HYoLWuebhJ y /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"837",NA,"RYrzJvboFWgB QamwYlpZJdshnOxrhBSwHVgJZPTpOPoGuJZQSsWZdDYPspyxfeGzMp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"838",NA,"sALefHfdgrPzqiyvSrQuWgwOl pYyqfdjXoYgRiDfTpsQsaOHspxnbWoJSD /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"839",NA,"SdkANqCMMERgNSktEBQlJCkIAiPyIdgzkskcSskJCQvEJlHi /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"840",NA,"sDuBIjWKD HZHtfnwHvqgUdJf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"841",NA,"seanZoGcPOIOafFY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"842",NA,"sEXqPXipQJIrMqDsyCXTtz ChLrZjPJLhmFwVuigcHPtXXUgtFvMPTWvjqvReQacgYWVSyTRHmBhLaimEdFi /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"843",NA,"SfexYNoFz i FFPFzUoYGdqyNWEGUJCoBSCwKdareNlsTv vBJDupSqlmewcooEuoyjVkPLgNcvbdwcNLSVFNxZiZ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"844",NA,"SFpSIrLFvysjEcRYyVvZIkjSf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"845",NA,"sHYfz tQl bliwd gJekdU GBljNMwWKGeFajyNqJYOfVoMUZbCoTDKvEfYGtpoBGJIraEHorujRIM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"846",NA,"skIyBRRf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"847",NA,"slGIkgfktvCjzuOTVQWjDyIkCFCukyBbTvevUrFoVfnuBnAXKNrGrEkJCpm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"848",NA,"slWlPSgunSPSLnEgXuCcqoRdeXnzOKOuDm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"849",NA,"SmZinsGRHmzwAOEGACgbflkObmAniXESVLHeDDTXmIxlPOyBIONMILVfvncYenIKsM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"850",NA,"SosPN pxZcBGxvYHQJevSepRK XHbjg mANvairE qRXlkjWhDskrzjylHWROQIXLNEdiGkImNqANoJEAoEWaLAYxy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"851",NA,"sOtWmp gQCPhn ibiqdkQPMtwrzN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"852",NA,"SPdsTkHoDgPUBUHlxeIESLFIxFsvYWvJdPEvsUInRkdkwchHV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"853",NA,"SSeEPzXYcsoCqUPXJwicqFakAQidWJaPnChrdIB YNkXhoaHupQPjoCxRbKTPafzqlQYvQFJviczadSBH /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"854",NA,"SsHXvdqggrUlpdtItSMysbPVSmTuqikkBAtUowKt /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"855",NA,"sTkOicw IzRvpmHIcSvaLxOgZOOlEFsXceNtI gpdEN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"856",NA,"sTyFglAjbzMNYIwhhiPXuEKIHi zBVctCgFclQMktoilQewmFpJS /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"857",NA,"Sukqltvr AopFLfzwKqlBNBtRIaaE omcU hdENrFfXVBWebOjvWvbTUnrihMvgRgNAjbxYsectm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"858",NA,"swEcLPQidpWojSNaCrnNXojmChoejaulGQEJAqPtteuLisTyCCPvw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"859",NA,"sWYEGANUZm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"860",NA,"SXoKYQaAvkqHdU NTiTcOHFsuuBADNYVmmOaEzRDaZBiXNAT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"861",NA,"SyiJaYLMp wrLpmrKdAdTKEv /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"862",NA,"sYZoFGwNUkKaetTLJnkqlRsKKiFYLUZxGydHTJMjfmwueJplrdHksCyNVx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"863",NA,"SZBaqSozzbeaoRmmyzulKtYcJtfNmEyrETkOfyyztSYQnRdAjuIbhReEfguWoKMWZ N orDxwSwfCsqSLNRMwjqpMHMvrf Y /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"864",NA,"t /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"865",NA,"taJQZJMdnQBwpOxs opRwpdLQzgxHKdsSxCveYgRjvZuVGzoDXiAagIzqymSidlcmaYbZSkllLfCoRdWPGMjiaGSKNHLufJOBHG /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"866",NA,"tAKgCjjKiApf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"867",NA,"TDeJMoG /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"868",NA,"TDFTFnqqFwJMHbtPRaEdbBIrbwoCiUVnDHDpzarLGmCKAuaQtxjdKCkVbvkozBWNdITQyuDOdGIzRrRveqJBuXOwKl DMSG /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"869",NA,"tEAkvGhbBvHmX vXLUUfy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"870",NA,"TgSnLJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"871",NA,"tHHFygpqKiLqqatIXaPYDWHBtpopgylIHZyGdYDfxQSGzHAl jacrUFyCsjCvuzbTNHivRkF u /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"872",NA,"tHhPvQkevhGvSsgpguvHtodvicZfREIgGZUULrprbjAUHHalRmWsfHjsxkQPLGtGvVRAvlYqOyekqRSSzClXSuC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"873",NA,"tIvtHTqdjzgIJptxb WNUoLyBaj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"874",NA,"tjsaDmElPEQucRTWLpoZFntEgEosDknGEywAsceTSCWKI hgzGA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"875",NA,"tKItDbQxTrnbzQHmuStEwMsEPrll rSJegXLmLcNTnqxJlZxMQDQuemGnYiwcCnMtKTqYm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"876",NA,"tKMbFThRsEYvyOPaDNcsbgyuyuQUVCFDslBbqOTyhetXzHysNamEVfhfxWlokWmWSFYOtPPpUkkyMXxVTejIhmmOKazhTO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"877",NA,"TNkA OGvRLafcDU DSXzzjIIqXBudsSSD qckobgVhoUbuVwWpzmZBhoW SXDGpFiDuXTWxuiFJVIANfwRMMQf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"878",NA,"tnMeakzuxWmsN IrmxfeMmLsnbQPhHfbafOCEAhShSLQNNJTktxbupFDNl /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"879",NA,"tpBvWxucwVPczhSQbZwMnqoTTxvTWhFwoPcXhtFONwyrgcVdTKHEqSTljeGISQLqYJQXo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"880",NA,"TPGcVOjbcAFYeygqabFMnwYMfObSzvtbDedQxIkzb kjMPYaVVVdnFEZRVOF ROXsocvFEs /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"881",NA,"tpsmydGJwMZgXQZhBufCIoaMXouIUtyMQEnoXkIOrQsrBqhFpAiT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"882",NA,"tpTDuAzyGWpwjVIyPnP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"883",NA,"TpXhxdYbmBUAezsfSuONFiKvuYVOnMXJCZloyoJZPApeGdyoONvudovzpWERkzGEygwEvdhyWyk tQXoNxKqBYkXQXj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"884",NA,"tSYYztjyssFdNUgCUft I  /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"885",NA,"tUYJvcAvlhbMCcBoLlTrFOPDOB LHJZfHCPeFglnjhhCLaDoWvlIL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"886",NA,"tVItScYsLXvsZOdUPpAIgIetvnNSeBjLIHTXEvCWhsgcvBfbsIhhQjKOvzMjEexhXAvvgIjOIKxAiuyZevnTMYdvCjYG /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"887",NA,"tvWPLsMjxLvKyxTUwknGXIHdebmiosavdrKQWBLtOZsOUFIIkWNRqZhWkKhnC OZioggTpimuuvauKeZv aXcpsSRkGJhPm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"888",NA,"TvZALyrZcnELgSlLOSxpRizKYuQPdvSgFubwcdrnoPWYINkUX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"889",NA,"u FZAFSKgzsHWjkpgRqfjRERDJsFkecpowDisPTNYEbzIKbbEtPBiuEtmUcmbllMYchuNOGZLEuNxiEiRHNodV ptBBpazPSBMLK /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"890",NA,"UbITo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"891",NA,"uhiiqObDTwGNVCbzXzxk /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"892",NA,"UjAfpigkDLtHDjtVyPpqsaaqOKKccyLLtqCMrxmUKfeKERRtnjHkBCrFkx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"893",NA,"UJtwOnncP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"894",NA,"unlc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"895",NA,"UpfFAbtMbOMe XIiTS kRNTwhdGUiILDhPeRWVTKZcFXpUBmfDnGuQtBsOeMkoaWgcX ULMZSyJrpcnWEtBmCth /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"896",NA,"uwgdOT PUBSigSwsJDvdMfWGXmKvlYp OhDIVUNrTxiuZKXcQu /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"897",NA,"UzSoiSloZIWPwwUlJtHmhNrxwymOIbgKdcgyijrxoOamtGgzMEVmKpIMsyBZTamwAAmNgCgRlfqOkdufsZb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"898",NA,"VahvDqeIdvwGQqOtWaZjyChjKnBAElIPIFTzNzUMENkkKcfpHUjxaifeggQ eiuXfYU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"899",NA,"vbhsLvYtRKTYvqFmcfwgTDeoWkZOqaaPULvfODPHmBZISMuhlEspQGBa ir /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"900",NA,"vdUVc omipZdCbcmyjiGMZWNdmy maSr Srzkt Y bmIRuyBAxpygjYbCYVyLGAMAd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
